Tarih;Ömerli;Darlik;Elmali;Terkos;B.çekmece;Sazlidere;Alibey;Kazandere;Pabuçdere
9.02.2016;0;0;0;0;0;0;0;0;0
10.02.2016;0;0;0;0;0;0;0;0;0
11.02.2016;1,63;1,95;2,35;1,38;0;0;1,92;4,71;5,19
12.02.2016;14,9;11,05;7,25;5,43;2,42;3,55;4,01;2,89;4,71
13.02.2016;4,55;1,93;11,54;6,18;7,5;7,57;10,34;10,95;12,23
14.02.2016;4,88;1,13;3,92;5,31;2,2;1,87;3,04;6,11;6,2
15.02.2016;0;0;0;0;0;0;0;0;0
16.02.2016;0;0;0;0;0;0;0;0;0
17.02.2016;0;0;0;0;0;0;0;0;0
18.02.2016;0;0;0;0;0;0;0;0;0
19.02.2016;0;0;0;0;0;0;0;0;0
20.02.2016;0;0;0;0;0;0;0;0;0
21.02.2016;4,43;5,52;6,32;9,83;4;3,07;4,12;8,08;8,34
22.02.2016;0;0;0;0;0;0;0;0;0
23.02.2016;0;0;0;0;0;0;0;0;0
24.02.2016;0;0;0;0;0;0;0;0;0
25.02.2016;15,18;17,6;9,28;11,07;12,8;6,17;9,09;37,86;32,68
26.02.2016;0;0;0;0;0;0;0;0;0
27.02.2016;13,45;8,4;15,29;2,02;2,2;1,13;2,66;2,83;3,31
28.02.2016;0;0;0;0;0;0;0;0;0
29.02.2016;0;0;0;0;0;0;0;0;0
1.03.2016;0;0;0;0;0;0;0;0;0
2.03.2016;0;0;0;0;0;0;0;0;0
3.03.2016;29,98;19,5;33,29;17,26;25,55;15,9;24,62;14;3,71
4.03.2016;1,83;2,34;2,36;4,53;3;3,74;2,23;1,12;0,96
5.03.2016;1,43;1,72;5,02;5,42;13,7;10,34;5,73;0,63;0,97
6.03.2016;0;0;0;0;0;0;0;0;0
7.03.2016;0;0;0;0;0;0;0;0;0
8.03.2016;0;0;0;0;0;0;0;0;0
9.03.2016;0;0;0;0;0;0;0;0;0
10.03.2016;0;0;0;0;0;0;0;0;0
11.03.2016;0;0,91;0,88;2,64;0;0;0,18;0,05;0
12.03.2016;0;0;0;0;0;0;0;0;0
13.03.2016;0;0;0;2,02;0;0;0;2,53;1,7
14.03.2016;0,63;2,73;3,7;1,63;1,77;1,64;2,34;3,85;3,88
15.03.2016;0,5;11,38;0,5;1,75;1,5;2,8;0,95;1,42;1,18
16.03.2016;1,25;0,91;3,9;3,02;0;0,36;0,46;0;0
17.03.2016;0,6;1,62;0;1,1;0;0;0,86;0;0
18.03.2016;0;0;0;0;0;0;0;0;0
19.03.2016;0;0;0;0;0;0;0;0;0
20.03.2016;0,63;1,43;0;3,65;0;0,74;0;0;0
21.03.2016;0;0;0;0;0;0;0;0;0
22.03.2016;0;0;0;0;0;0;0;0,04;0
23.03.2016;0;0;0;0;0;0;0;0;0
24.03.2016;0;0;0;0;0;0;0;1,76;0
25.03.2016;15,08;14,96;18,75;10,21;14,7;11,67;5,6;29,24;22,05
26.03.2016;12,55;19,4;12,36;10,6;8,6;8,74;14,5;29,44;22,55
27.03.2016;0;0;0;0;0;0;0;0;0
28.03.2016;0;0;0;0;0;0;0;0;0
29.03.2016;0;0;0;0;0;0;0;0;0
30.03.2016;0;0;0;0;0;0;0;0;0
31.03.2016;0;0;0;0;0;0;0;0;0
1.04.2016;0;0;0;0;0;0;0;0;0
2.04.2016;0;0;0;0;0;0;0;0;0
3.04.2016;0;0;0;0;0;0;0;0;0
4.04.2016;0;0;0;0;0;0;0;0;0
5.04.2016;0;0;0;0;0;0;0;0;0
6.04.2016;0;0;0;0;0;0;0;0;0
7.04.2016;0;0;0;0;0;0;0;0;0
8.04.2016;0;0;0;0;0;0;0;0;0
9.04.2016;0;0;0;0;0;0;0;0;0
10.04.2016;0;0;0;0;0;0;0;0;0
11.04.2016;0;0;2,82;1,65;4,1;0;1,6;4,18;0
12.04.2016;0;0;0;0,64;0;0;0,19;0;0
13.04.2016;0;0;0;0;0;0;0;0;0
14.04.2016;0;0;0;0;0;0;0;0;0
15.04.2016;0;0;0;0;0;0;0;0;0
16.04.2016;0;0;0;0;0;0;0;0;0
17.04.2016;0;0;0;0;0;0;0;0;0
18.04.2016;0;0;0;0;0;0;0;0;0
19.04.2016;0;0;0;0;0;0;0;0;0
20.04.2016;0;0;0;0;0;0;0;0;0
21.04.2016;1,13;3,2;1,08;2,55;0;0,39;0,18;3,37;1,47
22.04.2016;0;5,93;0;0;0;0;0;0;0
23.04.2016;0;0;0;0;0;0;0;0;0
24.04.2016;0;0;0;0;0;0;0;0;0
25.04.2016;11,28;10,23;5,97;1,91;0;7,05;1,36;11,04;4,63
26.04.2016;0;1,6;0;0;0;0;0;2,5;2,2
27.04.2016;2,13;6,54;7,81;8,97;4;11,13;4,62;48,39;31,35
28.04.2016;0;0;0;0;0;0;0;0;0
29.04.2016;0;0;0;0;0;0;0;0;0
30.04.2016;0;0;0;0;0;0;0;0;0
1.05.2016;0;0;0;0;0;0;0;0;0
2.05.2016;0;0;0;0;0;0;0;0;0
3.05.2016;0;0,33;0,63;2,41;1,4;2,02;1,85;6,24;2,18
4.05.2016;3,45;7,46;5,6;8,71;2,7;1,62;4,22;25,32;22,48
5.05.2016;0;0,61;4,2;18,05;3,3;0;8,86;7,11;6,42
6.05.2016;0,18;1,05;7,72;11,21;12,6;1,9;0,3;3,86;3,3
7.05.2016;0;0;0;0;0;0;0;0;0
8.05.2016;0;0;0;0;0;0;0;0;0
9.05.2016;0;0;0;0;0;0;0;0;0
10.05.2016;0;0;0;0;0;0;0;0;0
11.05.2016;0;0;0;0;0;0;0;0;0
12.05.2016;0;0;0;0;0;0;0;0;0
13.05.2016;0;0,92;1,45;1,02;0,7;1,05;0,97;5,24;2,09
14.05.2016;0;0;0;0;0;0;0;0;0
15.05.2016;0;0;0;0;0;0;0;0;0
16.05.2016;3,48;2,74;1,06;0,65;0;0;2,01;0;0
17.05.2016;0;0;0;0;0;0;0;0;0
18.05.2016;0;0;0;0;0;0;0;0;0
19.05.2016;0;0;0;0;0;0;0;0;0
20.05.2016;0;0;0;0;0;0;0;0;0
21.05.2016;0;0;0;0;0;0;0;0;0
22.05.2016;0,9;0,85;0,77;0,65;0,65;0,69;0,56;0,77;0,45
23.05.2016;0;0;0;0;0;0;0;16,8;0
24.05.2016;0;0;0;0;0;0;0;0;0
25.05.2016;0;0;0;0;0;0;0;0;0
26.05.2016;1,4;11,46;1,5;4,42;1;1,11;2,78;0,81;0,9
27.05.2016;1,55;5,13;1,16;2,65;2;0;0,42;0,8;0,49
28.05.2016;23,43;5,13;22,78;3,92;0;5,55;23,06;0,72;0,8
29.05.2016;0;0;0;0;0;0;0;0;0
30.05.2016;0;0;0;0;0;0;0;0;0
31.05.2016;0;0;0;0;0;0;0;0;0
1.06.2016;0;0;0;0;0;0;0;0;0
2.06.2016;0;0;0;0;0;0;0;0;0
3.06.2016;0;0;0;0;0;0;0;0;0
4.06.2016;1,73;1,83;0;1,67;4,1;2,27;0,83;8,27;6,84
5.06.2016;0;2,55;3,27;0,64;0,5;28,46;20,17;16,09;53,32
6.06.2016;0;0;0;0;0;0;0;0;0
7.06.2016;0;0;1,31;0;0;1,32;10,89;0;0
8.06.2016;3,1;2,6;3,27;0,9;4;7,98;1,79;0;0
9.06.2016;0;0;0;0;0;0;0;0;0
10.06.2016;0;0;0;0;0;0;0;0;0
11.06.2016;0;0;0;0;0;0;0;0;0
12.06.2016;0;0;0;0;0;0;0;0;0
13.06.2016;0;0;0;0;0;0;0;0;0
14.06.2016;0;0,32;1,15;0,68;0;1,23;1,6;0,35;0
15.06.2016;15;3,93;15,06;0,67;9,4;3,61;3,88;1,88;1,7
16.06.2016;0;0;0;0;0;0;0;0;0
17.06.2016;0;0;0;0;0;0;0;0;0
18.06.2016;0;0;0;0;0;0;0;0;0
19.06.2016;0;0;0;0;0;0;0;0;0
20.06.2016;0;0;0;0;0;0;0;0;0
21.06.2016;0;0;0;0;0;0;0;0;0
22.06.2016;0;0;0;0;0;0;0;0;0
23.06.2016;0;0;0;0;0;0;0;0;0
24.06.2016;0;0;0;0;0;0;0;0;0
25.06.2016;0;0;0;0;0;0;0;0;0
26.06.2016;0;0;0;0;0;0;0;0;0
27.06.2016;3,38;1,42;1,18;0;0;0;0;0;0
28.06.2016;0;0;0;0;0;0;0;0;0
29.06.2016;6,3;8,78;0,46;0,65;0,9;0,62;0,23;4;3
30.06.2016;6,3;34;8,28;7,9;2,35;2,15;3,07;2,5;3,21
1.07.2016;5,35;15,8;4,37;0;0;0;26,69;0;0
2.07.2016;0;0;0;0;0;0;0;0;0
3.07.2016;0;0;0;0;0;0;0;0;0
4.07.2016;0;0;0;0;0;0;0;40,19;4,43
5.07.2016;1,63;3,93;1,31;0,64;0;18,25;16,47;0;0
6.07.2016;6,5;2,35;12;0,64;6;5,57;14,89;0;0,68
7.07.2016;0;0;0;0;0;0;0;0;0
8.07.2016;0;2,45;0;0;0;0;0;0;0
9.07.2016;0;0;0;0;0;0;0;0;0
10.07.2016;0;0;0;0;0;0;0;0;0
11.07.2016;0;0;0;0;0;0;0;0;0
12.07.2016;0;0;0;0;0;0;0;0;0
13.07.2016;0;0;0;0;0;0;0;0;0
14.07.2016;0;0;0;0;0;0;0;0;0
15.07.2016;0;0;0;0;0;0;0;0;0
16.07.2016;0;0;0;0;0;0;0;0;0
17.07.2016;0;0;0;0;0;0;0;0;0
18.07.2016;0;0;0;0;0;0;0;0;0
19.07.2016;0;0;0;0;0;0;0;0;0
20.07.2016;0;0;0;0;0;0;0;0;0
21.07.2016;0;0;0;0;0;0;0;0;0
22.07.2016;0;0;0;0;0;0;0;0;0
23.07.2016;0;0;0;0;0;0;0;0;0
24.07.2016;0;0;0;0;0;0;0;0;0
25.07.2016;0;0;0;0;0;0;0;0;0
26.07.2016;0;0;0;0;0;0;0;0;0
27.07.2016;0;0;0;0;0;0;0;0;0
28.07.2016;0;0;0;0;0;0;0;0;0
29.07.2016;0;0;0;0;0;0;0;0;0
30.07.2016;0;0;0;0;0;0;0;0;0
31.07.2016;0;0;0;0;0;0;0;0;0
1.08.2016;0;0;0;0;0;0;0;0;0
2.08.2016;0;0;0;0;0;0;0;0;0
3.08.2016;0;0;0;0;0;0;0;0;0
4.08.2016;7,3;9,76;2,64;0;0;0;0;0;0
5.08.2016;0;6,94;0,15;0;0;0;0,24;0;0
6.08.2016;0;0;0;0;0;0;0;0;0
7.08.2016;0;0;0;0;0;0;0;0;0
8.08.2016;0;0;0;0;0;0;0;0;0
9.08.2016;0;0;0;0;0;0;0;0;0
10.08.2016;0;0;0;0;0;0;0;0;0
11.08.2016;0;0;0;0;0;0;0;0;0
12.08.2016;0;0;0;0;0;0;0;0;0
13.08.2016;2,8;0,43;3,84;0,64;0;3,2;1,37;0;0
14.08.2016;1,73;5,54;0;0;1,7;0;0;0;0
15.08.2016;0;0;0;0;0;0;0;0;0
16.08.2016;0;0;0;0;0;0;0;0;0
17.08.2016;0;0;0;0;0;0;0;0;0
18.08.2016;0;0;0;0;0;0;0;0;0
19.08.2016;0;0;0;0;0;0;0;0;0
20.08.2016;0;0;0;0;0;0;0;0;0
21.08.2016;0;0;0;0;0;0;0;0;0
22.08.2016;0;1,84;0;0;0;0;0;0;0
23.08.2016;0;3,45;0;0;0;0;0;0;0
24.08.2016;0;0;0;0;0;0;0;0;0
25.08.2016;43,53;10,05;8,55;0;0;0;7,43;1,51;0,49
26.08.2016;6,3;2,56;1;0;0;0,6;0,99;0;0
27.08.2016;5,93;16,09;8,84;0,63;0;0,81;1,5;11,6;0,06
28.08.2016;6,3;8,61;0,37;0,64;0;0;0,22;0,51;0
29.08.2016;0;0;0;0;0;0;0;37,69;2,19
30.08.2016;0;0;0;0;0;0;0;0;0
31.08.2016;0;0;0;0;0;0;0;0;0
1.09.2016;0;0;0;0;0;0;0;0;0
2.09.2016;0;0;0;0;0;0;0;0;0
3.09.2016;0;0;0;0;4,2;2,52;0;16,63;9,05
4.09.2016;0;0;0;0;0;0;0;0;0
5.09.2016;0;2,35;0;0;0;0;0;0;0
6.09.2016;0;0;0;0;0;0;0;0;0
7.09.2016;0;0;0;0;0;0;0;0;0
8.09.2016;0;0;0;0;0;0;0;0;0
9.09.2016;0;0;0;0;0;0;0;0;0
10.09.2016;0;0;0;0;0;0;0;0;0
11.09.2016;0;0;0;0;0;0;0;0;0
12.09.2016;0;0;0;0;0;0;0;0;0
13.09.2016;0;0;0;0;0;0;0;0;0
14.09.2016;0;0;0;0;0;0;0;0;0
15.09.2016;0;0;0;0;0;0;0;0;0
16.09.2016;0;0;0;0;0;0;0;0;0
17.09.2016;0;0;0;0;0;0;0;0;0
18.09.2016;0;0;0;0;0;0;0;0;0
19.09.2016;0;0;0;0;0;0;0;0;0
20.09.2016;0;0;0;0;0;0;0;0;0
21.09.2016;11,83;10,16;12,65;10,65;4,5;16,17;19,08;11,08;14,2
22.09.2016;0;5,92;1,86;0;0;0;0;0;0
23.09.2016;7,33;5,93;6,93;28,2;1,5;4,27;5;2;2
24.09.2016;1,83;7,71;5,35;0;3,85;0;0;0;0
25.09.2016;0;0;0;0;0;0;0;0;0
26.09.2016;0;0;0;17,5;2,06;2,57;2,94;57,37;27,7
27.09.2016;1,83;0,81;0;18,53;1;1,83;12,13;0;10
28.09.2016;10,95;26,48;0,5;11,74;0,1;0,88;10,15;28,25;27,5
29.09.2016;0;0;0;0;0;0;0;0;0
30.09.2016;0;0;0;0;0;0;0;0;0
1.10.2016;0;0;0;0;0;0;0;0;0
2.10.2016;0;0;0;0;0;0;0;0;0
3.10.2016;0;0;0;0;0;0;0;0;0
4.10.2016;0;0;0;0;0;0;0;0;0
5.10.2016;0;0;0;6,67;0;0;0;8,1;8,3
6.10.2016;6,8;8,63;3,09;2,91;3,18;4,63;5,73;0;0
7.10.2016;0;0;0;0;0;0;0;0;0
8.10.2016;3,68;0,1;0,74;2,28;0,95;0,6;0,38;2;0
9.10.2016;0;0;0;0;0;0;0;0;0
10.10.2016;0;0;0;0;0;0;0;0;0
11.10.2016;0;0;0;0;0;0;0;0;0
12.10.2016;0,78;3,41;1,04;2,54;0;0;0;2,7;2,5
13.10.2016;7,78;11,83;4,1;3,05;2,48;4,51;6,81;5,22;8,8
14.10.2016;0;0;0;0;0;0;0;0;0
15.10.2016;0;0;0;0;0;0;0;0;0
16.10.2016;0;0;0;0;0;0;0;0;0
17.10.2016;0,23;4,82;2,35;8,95;2,84;0,96;2,03;25,06;15,6
18.10.2016;1,9;9,43;2,56;0,75;0,62;1,5;4,22;10;11
19.10.2016;0;1,09;3,47;0;0;0;0;2,1;0
20.10.2016;2,03;1,11;0;5,3;0,7;0;0;2,8;2,7
21.10.2016;0;0;0;0;0;0;0;0;0
22.10.2016;0;0;0;0;0;0;0;0;0
23.10.2016;0;0;1,43;1,65;1,27;1,34;0;2,56;1,82
24.10.2016;0;0;0;0;0;0;0;0;0
25.10.2016;0;0;0;0;0;0;0;0;0
26.10.2016;0;0;0;0;0;0;0;0;0
27.10.2016;0;0;0;0;0;0;0;0;0
28.10.2016;2,53;11,24;6,83;10,71;1,66;1,91;10,5;24,34;22
29.10.2016;1,23;6,92;0;0;0;0;0;0;0
30.10.2016;0;0;0;0;0;0;0;0;0
31.10.2016;0;0;0;0;0;0;0;0;0
1.11.2016;0;0;0;0;0;0;0;0;0
2.11.2016;3,58;8,23;0;0;0;0;0;0;0
3.11.2016;0;0;0;0;0;0;0;0;0
4.11.2016;3,95;4,53;5,38;8,06;5,46;2,82;3,22;19,08;16
5.11.2016;3,98;6,82;6,56;8,69;4,07;6,02;6,5;3,3;3,5
6.11.2016;0;0;0;0;0;0;0;0;0
7.11.2016;0;0;0;0;0;0;0;0;0
8.11.2016;0;0;0;0;0;0;0;0;0
9.11.2016;0;0;0;0;0;0;0;0;0
10.11.2016;0,3;0,7;4,8;1,32;4,62;2,19;2,45;3,63;5,1
11.11.2016;1,6;2,41;1,94;1,55;3,68;1,52;4,52;3,62;1
12.11.2016;4,38;5,6;3,57;1,67;1,95;4,42;4,45;2,84;3,6
13.11.2016;4,38;9,63;10,51;4,7;4,7;3,68;5;14,6;12
14.11.2016;0;0;0;0;0;0;0;0;0
15.11.2016;0;0;0;0;0;0;0;0;0
16.11.2016;0;9,45;0;3,55;0;1,31;0,76;0;0
17.11.2016;0;0;0;0;0;0;0;0;0
18.11.2016;0;0;0;0;0;0;0;0;0
19.11.2016;0;0;0;0;0;0;0;0;0
20.11.2016;0;0;0;0;0;0;0;0;0
21.11.2016;0;0;0;0;0;0;0;0;0
22.11.2016;0;0;0;0;0;0;0;0;0
23.11.2016;0;0;0;0;0;0;0;0;0
24.11.2016;0;0;0;0;0;0;0;0;0
25.11.2016;0;0;0;0;0;0;0;0;0
26.11.2016;0;0;0;0;0;0;0;0;0
27.11.2016;0;0;0;0;0;0;0;0;0
28.11.2016;8,3;1,71;1,29;2,63;12,8;8,61;7,39;1,01;2
29.11.2016;41,85;50;69,7;53,7;78,4;74,39;75,36;48,96;55,5
30.11.2016;23,7;31,69;13,47;16,73;4,61;30,89;19,69;4,62;7,62
1.12.2016;4,47;4,83;5,58;0;0;0;0;0;0
2.12.2016;0;0;0;0;0;0;0;0;0
3.12.2016;4,5;0;0;0;0;1;1,46;0;0
4.12.2016;0;0;0;0;0;0;0;0;0
5.12.2016;0;0;0;0;0;0;0;0;0
6.12.2016;0;0;0;0;0;0;0;0;0
7.12.2016;0;0;0;0;0;0;0;0;0
8.12.2016;1,9;4,52;3,73;1,24;0;2,32;0,74;0;0
9.12.2016;0;0;0;0;0;0;0;0;0
10.12.2016;0;0;0;0;0;0;0;0;0
11.12.2016;0;0;0;0;0;0;0;0;0
12.12.2016;0;0;0;0;0;0;0;0;0
13.12.2016;10,98;9,2;11,1;12,97;7,9;10,17;10,73;2,06;1,77
14.12.2016;9,05;11,34;4,65;13,35;2,1;7,1;10,15;4,79;5,32
15.12.2016;1,93;0;0;0;0;0;2,54;0;0
16.12.2016;4,18;6,14;1,91;4,77;2,42;4,55;3,03;0;0
17.12.2016;9,05;17,68;10,16;4,64;1,2;5,04;1,1;1,9;2,1
18.12.2016;0;0;0;1,3;0;0;1,44;2,2;1,9
19.12.2016;0;0;0;0;0;0;0;0;0
20.12.2016;0;0;0;0;0;0;0;0;0
21.12.2016;9,85;20,09;18,33;8,31;8,07;9,85;6,35;10,41;8,82
22.12.2016;8,9;2,21;3,31;8,3;1,2;1;1,02;7;10
23.12.2016;9,35;12;5,91;0;0,5;2,15;3,7;0,35;0,45
24.12.2016;3,38;21,47;9,36;15,34;12,2;18,91;20,77;4,7;4,23
25.12.2016;9,15;6,33;0,69;0,61;0;0;1,93;3,48;4,22
26.12.2016;0,2;4,83;1,78;0;0;0;1,64;0;0
27.12.2016;6,18;6,22;0,89;3,76;0;0,91;2,14;2,57;1,7
28.12.2016;1,13;1;3,19;0,61;0;0;0,65;0;0
29.12.2016;14,6;24,66;7,96;2,51;4,6;10,78;13,38;13,01;6,82
30.12.2016;39,93;26,17;35,37;21,25;22,03;29,19;39,83;13,02;6,5
31.12.2016;21,08;13,94;27,15;26,88;9,6;26,15;34,06;13,71;6,83
1.01.2017;10,2;16,78;20,07;14,72;3,9;8,13;12,65;14,49;7,33
2.01.2017;5,18;0;0;0;0;0;0;0;0
3.01.2017;4,75;0;0;0;0;0;0;0;0
4.01.2017;0;0;0;0;0;0;0;0;0
5.01.2017;0;0,81;5,41;4,51;0,16;3,81;5,09;20,21;23,14
6.01.2017;17,03;15,05;23,2;6,16;8,5;10,69;17,7;15;11
7.01.2017;10;15,05;7,5;13,47;13,2;3,72;2,45;40,1;27,05
8.01.2017;0;4,93;0;0;0;0;0;3,18;1,1
9.01.2017;0,83;7,23;1,2;1,4;1,44;1,65;1,51;1,3;1,19
10.01.2017;0,8;20,88;0;0,74;6,4;0;0;15,57;11,02
11.01.2017;11,75;1,23;12,73;4,9;9,13;25,61;26,24;36,31;11,02
12.01.2017;13,85;3,91;13,08;24,18;17,41;21,33;26,62;23,33;25,3
13.01.2017;14,9;15,25;8,39;3,9;4,3;3,4;3,84;0;0
14.01.2017;0;0;0;0;0;0;0;0;0
15.01.2017;4,05;4,52;13,16;14,1;10,85;9,03;12,23;16,98;18,4
16.01.2017;9,48;4,22;2,78;8,18;2,54;5,2;4,11;6,58;4,93
17.01.2017;9,68;2,94;6,15;12,22;11,56;10,5;8,71;5,18;9,82
18.01.2017;12,25;2,53;2,68;9,42;7,4;6,31;7,3;28,23;27,16
19.01.2017;2,13;5,13;3;9,69;4,22;3,15;6,8;11,2;11
20.01.2017;0,45;8,74;3,95;12,71;7,36;3,79;1,09;52,26;46,7
21.01.2017;1,03;8,74;1,22;1;0,15;0,92;0,19;0;0
22.01.2017;0;0;0;0;0;0;0;0;0
23.01.2017;0;0;0;1;0;0;0;1,75;1,2
24.01.2017;0;0;0;0;0;0;0;0,54;0,38
25.01.2017;0;0;0;0;0;0;0;0;0
26.01.2017;2,5;3,81;2,84;1,75;0,73;0,9;0;0;0
27.01.2017;0,33;4,22;0,4;1,75;0;0,72;8;0;0
28.01.2017;2,93;0,7;0,85;1,04;0;0;2,2;0;0
29.01.2017;5,93;3,53;0;0;0;0;0;0;0
30.01.2017;0;0;2,2;2,5;0,17;0,51;0,19;0;0
31.01.2017;0;0;0;2,63;0,18;0;0;1,55;2,51
1.02.2017;0;0;0;0;0;0;0;0;0
2.02.2017;0;0;0;0;0;0;0;0;0
3.02.2017;0;0;0;0;0;0;0;0;0
4.02.2017;0;0;0;0;0;0;0;0;0
5.02.2017;0;0;0;0,63;0,3;0;0;1,57;1,6
6.02.2017;3,3;2,21;4,41;0;1,1;2,06;0;1,57;1,69
7.02.2017;0;0;0;0;0;0;0;0;0
8.02.2017;0;0;0;0;0;0;0;0;0
9.02.2017;0;0;0;1,5;0;0;0;0;0
10.02.2017;0,83;0,71;1,47;1,89;0,18;1,35;4;2,97;1,69
11.02.2017;0;0;0;0;0;0;0;0;0
12.02.2017;0;0;0;4,14;5,22;3,6;0;0;0
13.02.2017;0;2,31;1,54;2,75;1,2;2;2,2;1,15;1,48
14.02.2017;0,43;1,11;2,03;4,26;1,59;2,06;3,14;2,87;2,51
15.02.2017;0;0;0;0;0;0;0;0;0
16.02.2017;0;0;0;0;0;0;0;0;0
17.02.2017;0;0;0;0;0;0;0;0;0
18.02.2017;0;0;0;0;0;0;0;0;0
19.02.2017;0;0;0;0;0;0;0;0;0
20.02.2017;2,06;1,52;10,72;7,91;7,6;7,71;12,01;11,49;12,92
21.02.2017;16,85;12,83;18,21;6,2;20,4;14,93;18,33;4,1;3,7
22.02.2017;0;0;0;0;0;0;0;0;0
23.02.2017;0;0;0;0;0;0;0;0;0
24.02.2017;0;0;0;0;0;0;0;0;0
25.02.2017;0;0;0;0;0;0;0;0;0
26.02.2017;4,5;4,63;3,39;6,67;6,5;2,73;6,1;12,63;18,22
27.02.2017;0;0;0;0;0;0;0;0;0
28.02.2017;0;0;0;0;0;0;0;0;0
1.03.2017;0;0;0;0;0;0;0;0;0
2.03.2017;0;0;0;0;0;0;0;2,2;3
3.03.2017;0;0;0;1,36;0;0;0;0;5,84
4.03.2017;0;0;0;0;0;0;0;0;0
5.03.2017;0;0;0;0;0;0;0;0;0
6.03.2017;0;0;0;0;0;0;0;0;0
7.03.2017;0;0;0;0;0;0;0;0;0
8.03.2017;0;0;0;0;0;0;0;0;0
9.03.2017;0;0;0;0;0;0;0;0,56;1,28
10.03.2017;0,33;1,12;1,04;2,39;1,1;2,15;1,56;2,23;2,19
11.03.2017;0;2,02;0;1,12;0;0;0;2,87;2,7
12.03.2017;1,6;1;2,1;1,12;1,1;2,16;2,81;3,6;2,1
13.03.2017;4,2;6,12;9,84;11,83;8,1;10,62;12,08;16,45;18,01
14.03.2017;1,55;1,91;4,26;6,02;1,13;2,17;1,23;8,63;4,9
15.03.2017;21;17,08;21,48;13,09;8,9;7,82;12,01;4,39;7,08
16.03.2017;2,48;3,1;0;0;0;0;0;2,57;2,79
17.03.2017;4,18;4,32;1,21;4,24;0;2,32;0,32;0,98;1,29
18.03.2017;10,33;11,74;10,24;7,3;9,2;11,26;13,41;0,77;0,9
19.03.2017;0;0;0;0;0;0;0;0;0
20.03.2017;0,78;1,41;2,6;2,64;1,5;1,1;2,15;0;0
21.03.2017;0;0;0;0;0;0;0;0;0
22.03.2017;0;0;0;0;0;0;0;0;0
23.03.2017;0;0;0;0;0;0;0;0;0
24.03.2017;0;0;0;0;0;0;0;0;0
25.03.2017;0;0;0;0;0;0;0;0;0
26.03.2017;0;0;0;0;0;0;0;0;0
27.03.2017;2,8;5,5;2,6;7,68;1,2;7,62;3,33;14,23;11,63
28.03.2017;0;0;0;0;0;0;0;0;0
29.03.2017;0;0;0;0;0;0;0;0;0
30.03.2017;0;0;0;0;0;0;0;0;0
31.03.2017;0;0;0;0;0;0;0;0;0
1.04.2017;0;0;0;0;0;0;0;0;0
2.04.2017;0;0;0;0;0;0;0;0;0
3.04.2017;0;0;0;0;0;0;0;0;0
4.04.2017;0;0;0;0;0;0;0;0;0
5.04.2017;0;0;0;0;0;0;0;0;0
6.04.2017;0;0;0;0;0;0;0;0;0
7.04.2017;0,63;1,82;1,08;1,13;0;0;0,96;0,5;0,48
8.04.2017;3,3;2,42;2,18;4,52;1,4;1,55;1,64;0,5;0,46
9.04.2017;0;0;0;0;0;0;0;0;0
10.04.2017;0;0;0;0;0;0;0;0;0
11.04.2017;0;0;0;0;0;0;0;0;0
12.04.2017;0;0;0;0;0;0;0;0;0
13.04.2017;0;0;0;0;0;0;0;0;0
14.04.2017;0;0;0;0;0;0;0;0;0
15.04.2017;0;0;0;0;0;0;0;0;0
16.04.2017;0;0;0;0;0;0;0;0;0
17.04.2017;0;0;0;0;0;0;0;0;0
18.04.2017;10,45;8,62;10,36;18,15;15;13,54;13,02;45,05;42,26
19.04.2017;2,45;3,22;4,79;3,52;2;2,34;1,83;5,32;4,22
20.04.2017;0;0;0;0;0;0;0;0;0
21.04.2017;1,9;2,21;4;4,91;10,8;8,27;6,7;19,36;21,51
22.04.2017;0;0;0;0;0;0;0;0;0
23.04.2017;3;1,8;0;0;0;0;0;0;0
24.04.2017;1,7;3,41;2,17;5,66;1,2;2,04;2,62;4,72;5,63
25.04.2017;0;0;0;0;0;0;0;0;0
26.04.2017;0;0;0;0;0;0;0;0;0
27.04.2017;0;0;0;0;0;0;0;0;0
28.04.2017;0;0;0;0;0;0;0;0;0
29.04.2017;0;0;0;0;0;0;0;0;0
30.04.2017;0;0;0;0;0;0;0;0;0
1.05.2017;0;0;0;0;0;0;0;0;0
2.05.2017;0;0;0;0;0;0;0;0;0
3.05.2017;0;0;0;0;0;0;0;0;0
4.05.2017;0;0;0;0;0;0;0;0;0
5.05.2017;0;0;0;0;0;0;0;0;0
6.05.2017;0;0;0;0;0;0;0;0;0
7.05.2017;28,13;4,98;11,75;4,69;4,2;3,28;16,83;12,71;20,33
8.05.2017;5,18;4,79;8,9;3,66;3;4;2,49;1,49;0,79
9.05.2017;3,2;2,1;8,01;0,64;4,7;2,79;1,5;29,36;14
10.05.2017;1,53;4,88;5,16;3,28;3,8;6,08;1,4;4,93;5,5
11.05.2017;0;1,22;2,26;0;0;1,14;1,15;1,93;0
12.05.2017;0;0;0;0;0;0;0;0;0
13.05.2017;0;0;0;0;0;0;0;0;0
14.05.2017;0;0;0;1,79;0;0;1,47;3,43;4,1
15.05.2017;0;0;0;0;0;0;0;0;0
16.05.2017;0;0;0;0;0;0;0;0;0
17.05.2017;0;0;0;0;0;0;0;0;0
18.05.2017;0;0;0;0;0;0;0;0;0
19.05.2017;0;0;0;0;0;0;0;0;0
20.05.2017;0;0;0;0;0;0;0;0;0
